food_name,calories,protein,carbs,fat,fiber,sugar,sodium,calcium,iron,vitamin_c,category,source,protein_ratio,carb_ratio,fat_ratio,protein_fat_ratio,calorie_class,category_encoded
hot orange souffle,179.97,6.87,18.77,8.95,0.29,14.93,58.8,53.81,1.03,7.01,Non-Veg,processed,0.1986,0.5426,0.2587,0.7591,1.0,1
apple snowballs,101.51,0.86,24.58,0.31,1.25,19.4,12.8,9.43,0.18,4.46,Veg,processed,0.0334,0.9546,0.012,2.0976,1.0,3
stewed apple with custard,92.87,1.27,18.36,1.82,1.01,15.46,16.66,49.24,0.18,5.6,Veg,processed,0.0592,0.8559,0.0848,0.6615,0.0,3
date and nut pie,322.42,3.93,46.86,13.31,4.13,31.18,3.87,34.69,1.54,6.39,Dessert,processed,0.0613,0.731,0.2076,0.2931,2.0,0
pineapple upside down pudding,257.73,3.15,35.73,11.91,0.8,22.16,74.52,26.05,0.68,9.66,Dessert,processed,0.062,0.7035,0.2345,0.2623,2.0,0
queen of pudding,132.92,5.51,16.35,5.38,0.27,11.77,85.59,78.26,0.53,8.11,Veg,processed,0.2023,0.6002,0.1975,1.0055,1.0,3
bread and butter pudding,167.94,5.59,19.63,7.88,0.98,11.84,96.3,105.54,0.9,1.58,Non-Veg,processed,0.1689,0.5931,0.2381,0.7005,1.0,1
chocolate pudding,211.96,3.55,29.59,9.48,0.53,20.68,171.36,64.56,0.6,0.75,Non-Veg,processed,0.0833,0.6943,0.2224,0.3706,2.0,1
cheese pudding,285.01,11.29,19.27,18.37,0.05,18.63,37.83,226.11,0.87,0.3,Dessert,processed,0.2307,0.3938,0.3754,0.6113,2.0,0
meringue and rice pudding,112.93,4.84,14.6,4.05,0.17,10.87,44.16,85.43,0.37,3.02,Veg,processed,0.206,0.6215,0.1724,1.1663,1.0,3
steamed orange pudding,278.03,2.34,41.53,12.04,0.58,26.53,79.1,21.15,0.55,21.74,Dessert,processed,0.0419,0.7428,0.2153,0.1928,2.0,0
kulfi,98.43,3.21,11.3,4.7,0.12,10.39,23.97,111.86,0.2,5.04,Veg,processed,0.1671,0.5882,0.2447,0.6688,0.0,3
snow flakes pudding,95.21,4.67,8.07,4.97,0.03,8.01,39.6,101.33,0.42,5.47,Veg,processed,0.2637,0.4557,0.2806,0.9211,0.0,3
triffle pudding,116.97,2.93,18.24,3.93,0.12,13.89,26.95,48.72,0.47,19.31,Veg,processed,0.1167,0.7267,0.1566,0.727,1.0,3
charlotte rousse,188.29,3.95,34.08,4.78,1.01,20.48,56.45,34.95,0.53,25.28,Non-Veg,processed,0.0923,0.7961,0.1117,0.8094,1.0,1
mal pua,566.68,1.71,17.56,54.64,0.62,11.77,6.35,30.05,0.33,0.67,Non-Veg,processed,0.0231,0.2376,0.7393,0.0312,3.0,1
gulab jamun with khoya,586.06,2.03,26.09,53.23,0.07,24.12,15.09,67.32,0.39,0.02,Non-Veg,processed,0.025,0.3207,0.6543,0.0381,3.0,1
ghujia/lavang latika,768.98,1.86,13.0,78.93,0.52,6.08,3.28,31.01,0.44,0.01,Non-Veg,processed,0.0198,0.1386,0.8416,0.0235,3.0,1
milk cake,127.41,3.01,9.13,8.93,0.06,8.9,24.97,104.94,0.2,8.0,Veg,processed,0.1429,0.4333,0.4238,0.3333,1.0,3
chenna murki,252.69,10.46,36.01,8.2,0.0,35.55,11.4,266.85,0.55,0.0,Dessert,processed,0.1913,0.6587,0.15,1.2602,2.0,0
sesame ladoo (til ke ladoo),396.96,10.7,43.5,19.64,7.72,38.63,18.55,631.82,8.94,0.0,Dessert,processed,0.1449,0.5891,0.266,0.542,3.0,0
gram flour ladoo (besan ladoo),476.91,8.93,62.61,22.76,4.43,37.76,5.48,25.35,1.51,0.0,Non-Veg,processed,0.0947,0.6639,0.2414,0.3906,3.0,1
semolina ladoo with coconut (suji/rava aur nariyal ke ladoo ),464.43,5.68,50.9,27.03,6.69,27.32,9.06,26.72,1.83,0.05,Non-Veg,processed,0.0679,0.6088,0.3233,0.2094,3.0,1
semolina ladoo with khoya (suji/rava aur khoye ke ladoo ),428.71,6.71,52.86,21.86,4.68,33.28,14.4,106.42,1.73,0.03,Non-Veg,processed,0.0824,0.6491,0.2685,0.3056,3.0,1
gram flour burfi (besan burfi),421.79,11.19,46.59,22.41,3.41,28.44,13.02,160.71,1.47,0.0,Non-Veg,processed,0.1395,0.581,0.2795,0.4971,3.0,1
cashewnut burfi (kaju burfi/kaju katli),421.74,5.48,37.92,28.46,1.12,31.43,4.23,12.95,1.79,0.0,Non-Veg,processed,0.0763,0.5277,0.396,0.1919,3.0,1
chocolate burfi,339.33,13.0,33.15,17.86,0.0,32.38,39.32,466.48,2.12,0.0,Dessert,processed,0.2031,0.5179,0.279,0.7238,2.0,0
bottle gourd burfi (ghiya/lauki burfi),275.96,5.86,24.51,17.68,0.73,23.92,18.15,215.85,0.93,1.08,Dessert,processed,0.122,0.5101,0.368,0.3296,2.0,0
coconut burfi (nariyal ki burfi),467.64,8.81,32.15,34.63,3.5,31.5,27.63,272.81,1.82,0.0,Non-Veg,processed,0.1165,0.4253,0.4581,0.2537,3.0,1
plain burfi (burfi),408.32,9.82,30.88,27.96,0.17,30.43,31.65,355.78,1.5,0.05,Non-Veg,processed,0.143,0.4498,0.4072,0.35,3.0,1
hot vanilla souffle,192.93,6.87,21.77,9.07,0.13,18.17,59.59,63.2,0.93,0.9,Non-Veg,processed,0.1822,0.5773,0.2405,0.7492,1.0,1
khasta kachori,712.73,2.51,12.81,72.27,0.97,0.34,90.56,7.84,0.59,0.86,Non-Veg,processed,0.0287,0.1462,0.8251,0.0347,3.0,1
mathri,805.12,1.75,12.32,83.1,0.6,0.29,64.7,5.23,0.43,0.0,Non-Veg,processed,0.018,0.1268,0.8552,0.021,3.0,1
paneer and pea samosa (paneer matar ka samosa),623.81,4.02,8.55,63.65,1.02,1.69,78.18,64.56,0.53,6.67,Non-Veg,processed,0.0527,0.1122,0.8351,0.0631,3.0,1
minced meat samosa (keema ka samosa),620.99,4.43,6.14,64.26,0.39,0.5,88.64,6.7,0.55,0.82,Non-Veg,processed,0.0592,0.0821,0.8587,0.0688,3.0,1
potato samosa (aloo ka samosa),577.39,1.71,9.21,59.19,1.19,0.29,77.1,7.63,0.5,11.27,Non-Veg,processed,0.0244,0.1314,0.8442,0.0288,3.0,1
potato bonda (aloo bonda),632.84,1.09,4.53,67.8,0.83,0.27,132.53,6.79,0.37,8.96,Non-Veg,processed,0.0148,0.0617,0.9235,0.0161,3.0,1
paneer pakora/pakoda,718.12,3.27,5.52,76.05,0.89,1.08,131.7,43.38,0.43,0.07,Non-Veg,processed,0.0385,0.0651,0.8964,0.0429,3.0,1
bread pakora/pakoda,710.99,2.57,8.87,74.2,1.11,0.46,101.49,19.83,0.46,0.01,Non-Veg,processed,0.03,0.1036,0.8664,0.0346,3.0,1
egg pakora/pakoda (ande ke pakode),710.51,2.83,4.48,75.86,0.86,0.19,75.37,9.55,0.47,0.01,Non-Veg,processed,0.034,0.0539,0.9121,0.0373,3.0,1
methi pakora/pakoda (methi ke pakode),713.25,2.06,4.68,76.39,1.18,0.25,69.83,23.07,0.69,23.31,Non-Veg,processed,0.0248,0.0563,0.9189,0.0269,3.0,1
spinach pakora/pakoda (palak pakoda),712.62,1.96,4.68,76.38,1.02,0.2,69.54,10.99,0.52,12.12,Non-Veg,processed,0.0236,0.0564,0.92,0.0256,3.0,1
mixed vegetable pakora/pakoda,673.81,1.94,5.12,71.86,1.13,0.38,65.35,9.55,0.46,21.46,Non-Veg,processed,0.0246,0.0649,0.9105,0.027,3.0,1
cauliflower pakora/pakoda (phoolgobhi ke pakode),671.63,1.98,4.52,71.86,1.26,0.23,66.54,8.44,0.42,37.72,Non-Veg,processed,0.0253,0.0577,0.917,0.0275,3.0,1
onion pakora/pakoda (pyaaz ke pakode),674.61,1.9,5.41,71.84,1.11,0.88,63.55,7.95,0.36,5.36,Non-Veg,processed,0.024,0.0684,0.9076,0.0264,3.0,1
potato pakora/pakoda (aloo pakoda),677.19,1.9,6.04,71.84,1.03,0.22,63.38,6.59,0.38,18.53,Non-Veg,processed,0.0238,0.0757,0.9005,0.0264,3.0,1
shahi tukre,189.81,2.76,41.46,2.54,0.51,34.7,71.04,76.47,0.37,0.86,Non-Veg,processed,0.059,0.8867,0.0543,1.0455,1.0,1
peanut brittle (moongfali ki chikki),320.46,6.94,47.46,11.13,2.63,43.92,15.99,68.03,3.22,0.0,Dessert,processed,0.1059,0.7242,0.1698,0.618,2.0,0
paneer shaslik/tikka,93.85,5.11,7.98,4.49,1.23,4.61,103.39,123.86,0.68,107.71,Veg,processed,0.2907,0.4539,0.2554,1.1133,0.0,3
vegeterian scotch egg,681.67,2.16,4.64,72.77,0.58,0.23,93.33,15.2,0.46,12.53,Non-Veg,processed,0.0271,0.0583,0.9145,0.0296,3.0,1
peanut sago vada (sabudana mungfali vada),749.89,1.01,7.14,79.82,0.62,0.19,71.29,5.03,0.38,9.74,Non-Veg,processed,0.0115,0.0812,0.9074,0.0126,3.0,1
masala vada,826.02,1.69,4.06,89.15,1.07,0.24,74.53,7.45,0.52,2.05,Non-Veg,processed,0.0178,0.0428,0.9394,0.0189,3.0,1
vegetable seekh kebab,690.73,1.57,5.32,73.72,0.59,0.74,83.67,32.66,0.36,6.86,Non-Veg,processed,0.0195,0.066,0.9145,0.0213,3.0,1
cheese pizza,249.5,5.79,30.62,12.43,1.95,3.42,397.73,96.51,1.09,6.72,Non-Veg,processed,0.1186,0.6269,0.2545,0.4621,2.0,1
vegetable burger,519.93,3.26,13.69,50.63,1.7,1.88,168.97,26.08,0.7,24.68,Non-Veg,processed,0.0482,0.2026,0.7492,0.0643,3.0,1
cheese toast,785.37,1.98,5.49,84.11,0.31,0.53,121.05,43.87,0.31,0.0,Non-Veg,processed,0.0216,0.0599,0.9184,0.0235,3.0,1
spinach chickpeas cutlet (palak channa dal cutlet),688.03,1.44,4.93,73.6,0.93,0.16,79.13,11.3,0.57,16.18,Non-Veg,processed,0.018,0.0616,0.9203,0.0195,3.0,1
paneer potato cutlet (paneer aloo cutlet),672.94,2.47,5.23,71.4,0.41,1.02,85.71,45.36,0.38,11.61,Non-Veg,processed,0.0312,0.0661,0.9027,0.0345,3.0,1
fish cutlet (machli ka cutlet),654.64,2.77,3.13,70.11,0.54,0.29,75.33,10.44,0.36,10.46,Non-Veg,processed,0.0364,0.0412,0.9224,0.0395,3.0,1
peanut cutlet (mungfali ke cutlet),698.77,2.63,5.68,74.0,1.21,0.51,84.24,14.38,0.56,12.63,Non-Veg,processed,0.032,0.069,0.899,0.0355,3.0,1
flattened rice cutlet (chirwa cutlet/chivda cutlet/poha cutlet),701.71,1.76,7.39,73.89,0.86,0.27,76.65,9.17,0.59,12.63,Non-Veg,processed,0.0212,0.089,0.8898,0.0238,3.0,1
vegetable cutlet,665.45,1.25,4.68,71.33,0.93,0.35,85.38,13.55,0.4,16.89,Non-Veg,processed,0.0162,0.0606,0.9232,0.0175,3.0,1
cream puffs,221.33,4.7,16.0,15.48,0.38,5.94,98.76,37.93,0.58,0.2,Non-Veg,processed,0.1299,0.4422,0.4279,0.3017,2.0,1
chocolate meringue pie,214.76,4.98,28.8,9.17,0.37,15.03,80.77,55.98,0.92,1.26,Non-Veg,processed,0.1159,0.6705,0.2135,0.5372,2.0,1
lemon meringue pie,224.43,3.88,35.11,8.16,0.44,21.17,85.12,16.79,0.67,5.1,Non-Veg,processed,0.0823,0.7446,0.1731,0.4697,2.0,1
apple cinnamon pie,258.73,3.35,33.68,12.21,1.77,11.95,60.14,16.14,0.65,2.24,Dessert,processed,0.068,0.684,0.248,0.2721,2.0,0
minced meat pie,221.55,7.38,18.11,13.04,2.33,1.42,127.85,18.14,1.07,37.52,Non-Veg,processed,0.1915,0.47,0.3384,0.5616,2.0,1
cottage cheese pie,238.98,7.45,20.66,13.83,2.21,3.62,103.29,108.05,0.92,36.25,Non-Veg,processed,0.1776,0.4926,0.3298,0.5348,2.0,1
cheese and mushroom tart,246.1,5.51,21.43,15.28,1.18,3.16,212.42,100.97,0.59,6.53,Non-Veg,processed,0.1305,0.5076,0.3619,0.3583,2.0,1
pineapple tart,195.4,2.29,28.62,8.21,0.87,11.09,37.88,12.02,0.5,6.85,Non-Veg,processed,0.0585,0.7316,0.2099,0.2756,1.0,1
orange cream tart,197.16,2.58,27.43,8.72,0.64,10.08,36.85,13.84,0.58,19.6,Non-Veg,processed,0.0666,0.7082,0.2251,0.2925,1.0,1
jam tart,360.72,4.42,46.18,17.35,1.14,14.74,70.34,12.23,0.74,0.0,Dessert,processed,0.065,0.6796,0.2553,0.2533,3.0,0
lemon tart,303.35,6.12,30.68,17.45,0.81,10.68,76.09,24.03,0.98,2.66,Dessert,processed,0.1128,0.5655,0.3217,0.3487,2.0,0
custard tart,225.6,3.72,28.66,10.73,0.91,9.31,59.74,57.47,0.49,1.18,Non-Veg,processed,0.0863,0.6648,0.2489,0.3435,2.0,1
mint and coriander chutney (pudinay aur dhaniye ki chutney),102.6,2.81,21.18,0.51,4.33,15.88,391.66,107.45,4.76,3.62,Veg,processed,0.1147,0.8645,0.0208,4.6066,1.0,3
coconut chutney (nariyal ki chutney),265.92,3.59,8.29,25.0,6.73,3.79,428.28,15.7,1.25,4.13,Dessert,processed,0.0973,0.2248,0.6779,0.143,2.0,0
peanut chutney (mungfali ki chutney),258.37,11.8,9.87,19.06,5.73,2.76,475.34,34.79,1.99,4.2,Dessert,processed,0.2897,0.2423,0.468,0.6159,2.0,0
dry mango chutney (sookhe aam ki chutney),298.13,2.43,69.17,0.7,3.74,61.86,437.91,72.05,3.98,0.25,Dessert,processed,0.0336,0.9567,0.0097,3.0375,2.0,0
chocolate chiffon cake,311.71,5.76,37.87,15.8,0.7,24.25,188.59,42.15,1.07,0.21,Dessert,processed,0.0969,0.6372,0.2659,0.3623,2.0,0
banana cake (kele ka cake),389.51,5.77,40.0,23.31,1.14,23.04,117.81,23.55,1.14,0.98,Dessert,processed,0.0835,0.579,0.3374,0.2465,3.0,0
fruit loaf,324.19,5.36,46.49,13.31,0.87,24.54,160.6,45.71,0.96,2.47,Dessert,processed,0.0823,0.7135,0.2043,0.3997,2.0,0
orange cake,357.61,6.1,48.28,16.21,0.83,28.38,105.41,29.72,1.06,1.88,Dessert,processed,0.0864,0.6839,0.2296,0.374,3.0,0
chocolate cake,335.61,6.01,45.14,15.18,0.64,27.58,241.93,41.13,1.08,0.15,Dessert,processed,0.0906,0.6805,0.2289,0.3933,2.0,0
marble cake,354.11,6.3,46.88,16.27,0.71,27.56,138.48,39.6,1.12,0.08,Dessert,processed,0.0907,0.675,0.2343,0.3849,3.0,0
apple cake (seb ka cake),290.08,4.94,39.48,12.87,1.22,23.52,136.95,38.99,0.9,1.16,Dessert,processed,0.0862,0.6891,0.2246,0.3809,2.0,0
plain cream cake,353.94,6.18,47.18,16.17,0.71,27.74,174.0,41.95,1.02,0.08,Dessert,processed,0.0889,0.6786,0.2326,0.3798,3.0,0
hot spinach souffle,104.25,5.43,4.19,7.24,0.99,1.64,104.69,80.77,1.67,47.83,Veg,processed,0.3221,0.2485,0.4294,0.7398,1.0,3
hot fish souffle,142.92,11.23,3.69,9.24,0.1,1.68,110.94,58.18,0.7,2.41,Veg,processed,0.4648,0.1527,0.3825,1.2024,1.0,3
hot potato souffle,125.64,5.51,8.56,7.64,0.66,1.78,97.2,56.84,0.79,30.19,Veg,processed,0.2538,0.3943,0.3519,0.7119,1.0,3
hot cheese souffle,177.1,9.18,5.41,13.23,0.12,2.91,286.96,169.17,0.83,2.41,Non-Veg,processed,0.33,0.1945,0.4756,0.6887,1.0,1
cheese patties,324.01,7.38,22.23,22.67,1.24,3.93,295.22,126.41,0.82,3.37,Dessert,processed,0.1412,0.4252,0.4336,0.3241,2.0,0
minced meat patties,265.72,6.88,15.25,19.57,0.77,0.88,252.18,19.23,0.93,1.58,Dessert,processed,0.165,0.3657,0.4693,0.3498,2.0,0
cheese balls,681.28,2.21,4.81,72.57,0.18,0.63,120.7,30.01,0.32,0.01,Non-Veg,processed,0.0278,0.0604,0.9118,0.0304,3.0,1
chocolate eclairs,239.42,4.24,26.22,13.5,0.33,17.34,85.88,34.21,0.68,0.4,Non-Veg,processed,0.0965,0.5965,0.3071,0.3118,2.0,1
pin wheel biscuit,404.6,5.4,54.56,18.66,1.16,23.25,131.73,42.7,1.13,0.05,Non-Veg,processed,0.0687,0.694,0.2373,0.2878,3.0,1
peanut biscuit,401.05,8.45,46.72,20.41,2.48,21.26,202.26,50.58,1.34,0.03,Non-Veg,processed,0.1118,0.6182,0.27,0.412,3.0,1
sweet and salty biscuit (meethay aur namkeen biscuit),407.96,6.15,45.09,22.39,1.68,7.22,414.7,37.24,1.05,0.03,Non-Veg,processed,0.0835,0.6124,0.3041,0.2735,3.0,1
coconut biscuit (nariyal ke biscuit),434.98,5.78,42.9,27.16,3.64,20.76,105.76,37.81,1.32,0.03,Non-Veg,processed,0.0762,0.5657,0.3581,0.212,3.0,1
chocolate biscuit,379.76,5.88,51.56,17.09,1.01,24.16,127.02,41.51,1.14,0.03,Dessert,processed,0.0789,0.6918,0.2293,0.3421,3.0,0
sweet plain biscuit,380.76,5.86,50.29,17.67,1.07,21.77,132.59,42.88,0.92,0.03,Dessert,processed,0.0794,0.6813,0.2394,0.3298,3.0,0
chocolate chip cookies,425.29,5.79,57.98,19.38,1.05,30.29,278.29,24.76,1.22,0.0,Non-Veg,processed,0.0696,0.6973,0.2331,0.2972,3.0,1
chocolate walnut cookies (chocolate aur akhrot ke cookies),424.8,6.56,47.1,23.62,1.54,22.58,280.44,36.1,1.37,0.16,Non-Veg,processed,0.0849,0.6095,0.3056,0.2766,3.0,1
pineapple cake,195.57,5.01,23.51,9.34,0.76,16.16,37.47,49.06,0.64,27.35,Non-Veg,processed,0.1323,0.621,0.2467,0.5307,1.0,1
coconut finger,274.86,7.09,42.56,8.86,1.87,28.55,46.86,24.04,1.31,0.0,Dessert,processed,0.1212,0.7274,0.1514,0.7913,2.0,0
black forest pastry,233.55,6.09,34.48,8.46,0.54,21.35,53.43,44.15,0.92,0.91,Non-Veg,processed,0.1242,0.7032,0.1725,0.7114,2.0,1
pineapple pastry,208.21,6.06,29.04,7.87,0.72,18.83,44.3,42.97,0.86,3.64,Non-Veg,processed,0.141,0.6758,0.1832,0.7604,2.0,1
swiss roll,251.87,7.3,48.34,3.77,0.55,32.96,51.9,24.11,1.19,0.0,Dessert,processed,0.1229,0.8137,0.0635,1.8863,2.0,0
eggless cake,318.08,8.12,46.14,11.75,0.68,27.7,310.5,212.97,0.61,1.35,Dessert,processed,0.123,0.699,0.178,0.6852,2.0,0
strawberry and vanilla cake with butter icing,370.54,3.89,44.25,20.39,0.79,32.43,107.27,28.17,0.7,8.4,Dessert,processed,0.0568,0.6457,0.2975,0.1898,3.0,0
christmas cake,372.95,5.49,48.29,16.88,1.49,27.45,64.84,40.98,1.32,8.51,Dessert,processed,0.0777,0.6834,0.2389,0.3233,3.0,0
rice moong dal cheela (chawal aur moong dal ka cheela),798.26,2.74,11.13,82.44,1.18,0.15,142.82,4.99,0.51,0.0,Non-Veg,processed,0.0284,0.1156,0.856,0.0332,3.0,1
gram flour and semolina chilla/cheela/savory pancake (besan suji chilla/cheela),758.89,2.08,7.63,80.04,1.39,0.25,74.88,12.13,0.67,3.8,Non-Veg,processed,0.0232,0.085,0.8918,0.026,3.0,1
spinach peanut namak paras (palak moongfali namak paras),740.16,1.65,6.62,78.51,0.81,0.28,73.15,13.35,0.67,11.39,Non-Veg,processed,0.019,0.0763,0.9047,0.021,3.0,1
peanut burfi (moongfali ki burfi),550.99,9.31,48.14,36.84,4.09,43.08,6.78,25.2,1.45,0.0,Non-Veg,processed,0.0987,0.5106,0.3907,0.252,3.0,1
soyabean namak paras,838.46,2.65,4.65,89.83,1.41,0.22,72.05,12.13,0.64,0.0,Non-Veg,processed,0.0273,0.0479,0.9248,0.0295,3.0,1
soyabean tikki,698.17,3.53,4.39,74.02,2.2,0.35,88.72,29.23,1.04,6.71,Non-Veg,processed,0.0431,0.0536,0.9033,0.0476,3.0,1
soyabean muthias,839.33,2.46,3.7,90.45,1.47,0.17,78.25,12.16,0.6,0.79,Non-Veg,processed,0.0255,0.0383,0.9362,0.0272,3.0,1
ginger biscuit (adarak ke biscuit),417.91,5.98,58.44,18.31,1.49,27.06,79.68,25.97,2.2,0.0,Non-Veg,processed,0.0723,0.7064,0.2213,0.3248,3.0,1
melting moments,437.91,5.71,55.84,21.78,1.88,25.0,119.09,30.39,1.2,0.0,Non-Veg,processed,0.0685,0.6701,0.2614,0.261,3.0,1
coffee biscuit,416.57,6.9,46.55,23.0,1.59,21.69,112.53,48.92,1.27,0.03,Non-Veg,processed,0.0903,0.6089,0.3009,0.2987,3.0,1
short bread cookies,443.09,6.03,64.82,17.98,1.57,23.31,145.0,15.92,1.12,0.0,Non-Veg,processed,0.0679,0.7297,0.2024,0.3335,3.0,1
danish cookies,475.33,5.33,58.0,24.92,1.37,21.73,201.06,15.97,0.98,0.0,Non-Veg,processed,0.0604,0.6572,0.2824,0.213,3.0,1
ginger bread man,365.0,6.61,60.26,11.01,1.6,29.12,477.99,37.92,2.12,0.09,Dessert,processed,0.0849,0.7738,0.1414,0.595,3.0,0
ice box cookies,374.24,5.7,56.09,14.44,1.28,26.69,449.14,18.5,1.04,0.1,Dessert,processed,0.0748,0.7358,0.1894,0.392,3.0,0
masala biscuit,393.64,6.06,45.18,20.75,2.14,6.82,714.52,53.73,1.32,0.15,Dessert,processed,0.0842,0.6276,0.2882,0.2906,3.0,0
saffron biscuit (kesar biscuit),458.61,6.05,59.7,22.01,1.9,22.42,5.65,25.71,1.23,0.01,Non-Veg,processed,0.0689,0.6803,0.2508,0.2736,3.0,1
cold coffee (with cream),82.76,1.93,11.98,3.29,0.0,11.91,15.35,64.43,0.14,2.56,Veg,processed,0.1122,0.6965,0.1913,0.5693,0.0,3
hot chocolate,90.01,3.43,9.02,4.61,0.0,8.86,36.04,113.63,0.33,3.62,Veg,processed,0.2011,0.5287,0.2702,0.7282,0.0,3
steeped hot coffee,15.91,0.39,3.01,0.33,0.0,2.96,2.82,10.4,0.06,0.3,Snacks,processed,0.1046,0.807,0.0885,0.907,0.0,2
kashmiri tea (kehwa),24.9,0.17,5.23,0.51,0.16,5.14,0.29,3.19,0.07,0.06,Snacks,processed,0.0288,0.8849,0.0863,0.2787,0.0,2
semolina carrot vada (suji gajar vada),699.53,1.56,6.52,74.07,1.07,1.21,73.17,26.47,0.36,0.95,Non-Veg,processed,0.019,0.0794,0.9016,0.021,3.0,1
paushtik roti,149.26,7.17,26.59,1.51,5.74,2.03,170.96,52.74,2.62,6.65,Veg,processed,0.2033,0.7539,0.0428,4.4534,1.0,3
paushtik ladoo,485.87,7.65,60.34,24.98,4.57,38.12,6.09,20.67,1.63,0.0,Non-Veg,processed,0.0823,0.649,0.2687,0.305,3.0,1
pearl millet ladoo (bajra ladoo),319.66,9.61,50.98,8.06,6.0,27.44,12.26,118.74,4.72,0.0,Dessert,processed,0.14,0.7426,0.1174,1.1777,2.0,0
sprouted moong poha,192.6,5.59,26.6,6.89,3.13,1.93,220.82,28.39,2.43,19.24,Non-Veg,processed,0.143,0.6807,0.1763,0.7997,1.0,1
sprouted moong daliya,111.56,2.81,14.77,4.71,3.12,1.67,196.73,22.62,1.29,7.53,Veg,processed,0.1261,0.6626,0.2113,0.5842,1.0,3
sweet split chickpea roti (sweet channa dal roti/puranpoli),366.59,9.51,62.66,7.93,8.16,24.73,12.05,53.3,4.36,0.0,Dessert,processed,0.1187,0.7823,0.099,1.1843,3.0,0
spinach burfi (palak burfi),121.17,2.71,12.76,6.81,1.17,12.12,27.77,93.68,1.05,8.57,Veg,processed,0.1216,0.5727,0.3057,0.3922,1.0,3
wheat flour and moong dal burfi (atta aur moong dal ki burfi),441.08,9.84,60.0,18.41,6.02,31.12,5.25,25.2,2.3,0.0,Non-Veg,processed,0.1115,0.6799,0.2086,0.5316,3.0,1
sweet poori (meethi poori),782.75,2.12,14.26,79.63,1.54,7.15,2.57,34.24,1.13,0.0,Non-Veg,processed,0.0221,0.1485,0.8294,0.0266,3.0,1
split bengal gram sweet rice (channa dal sweet rice),190.21,4.15,41.07,0.64,2.23,19.41,8.38,30.37,1.77,0.0,Non-Veg,processed,0.0905,0.8956,0.014,5.6081,1.0,1
vegetable poha,180.52,4.89,21.52,8.07,3.76,1.4,418.02,28.01,1.92,7.21,Non-Veg,processed,0.1418,0.6241,0.234,0.5985,1.0,1
vegetable upma,146.47,4.73,16.46,6.63,4.19,1.39,347.02,26.68,1.35,14.42,Veg,processed,0.17,0.5917,0.2383,0.7028,1.0,3
bread upma,129.51,2.8,12.6,7.75,1.96,1.56,176.44,45.22,0.82,4.64,Veg,processed,0.121,0.5443,0.3348,0.3567,1.0,3
rice upma,151.27,2.63,17.96,7.46,2.12,1.13,101.75,17.57,0.67,4.64,Non-Veg,processed,0.0938,0.6403,0.266,0.3479,1.0,1
vermicelli upma (semiya/seviyan upma),149.11,3.11,16.88,7.45,3.21,1.4,101.8,20.3,0.93,4.64,Veg,processed,0.1133,0.6152,0.2715,0.4119,1.0,3
semolina upma (suji/rava upma),147.89,3.3,16.31,7.49,3.24,1.31,101.59,21.57,1.1,4.64,Veg,processed,0.1218,0.6018,0.2764,0.4348,1.0,3
vermicelli porridge (semiya/seviyan porridge),78.4,2.5,10.56,2.98,0.48,7.04,65.33,72.96,0.2,4.82,Veg,processed,0.1559,0.6584,0.1858,0.8117,0.0,3
potato canjee (aloo canjee),16.26,0.44,2.69,0.39,0.43,0.1,35.99,5.21,0.22,7.72,Snacks,processed,0.125,0.7642,0.1108,0.898,0.0,2
cauliflower canjee (phoolgobhi ki canjee),6.9,0.39,0.35,0.42,0.49,0.09,41.45,6.26,0.22,7.86,Snacks,processed,0.3362,0.3017,0.3621,0.75,0.0,2
canjee,6.61,0.24,0.44,0.42,0.36,0.21,43.03,5.82,0.17,0.52,Snacks,processed,0.2182,0.4,0.3818,0.4615,0.0,2
mintade,40.32,0.03,10.59,0.02,0.03,10.47,26.69,2.1,0.05,8.5,Snacks,processed,0.0028,0.9953,0.0019,0.25,0.0,2
gingo,48.02,0.14,12.42,0.06,0.17,12.08,21.5,6.33,0.21,8.39,Snacks,processed,0.0111,0.9842,0.0048,0.875,0.0,2
jal jeera,30.24,0.44,6.7,0.26,0.95,5.71,215.62,24.72,0.84,2.23,Snacks,processed,0.0595,0.9054,0.0351,1.2222,0.0,2
flavoured milkshake,66.78,2.06,8.65,2.83,0.0,8.61,16.34,75.05,0.11,3.62,Veg,processed,0.1521,0.6388,0.209,0.7031,0.0,3
banana milkshake with ice cream (kele ka milkshake ice cream ke saath),76.45,2.01,11.15,2.77,0.27,9.94,16.63,68.3,0.14,6.99,Veg,processed,0.1262,0.6999,0.1739,0.7003,0.0,3
spinach soup (palak ka soup),32.59,10.54,3.03,14.26,1.98,0.29,12088.21,56.23,2.68,30.99,Snacks,processed,0.3787,0.1089,0.5124,0.734,0.0,2
green pea soup (matar ka soup),39.81,11.06,3.63,12.9,2.49,0.87,10958.11,46.63,2.18,41.12,Snacks,processed,0.4009,0.1316,0.4676,0.8508,0.0,2
consomme au vermicelli,29.94,15.23,1.3,12.98,0.81,0.27,12524.61,97.34,3.98,2.44,Snacks,processed,0.5161,0.0441,0.4399,1.1644,0.0,2
consomme au julienne,27.76,12.49,1.49,10.66,1.38,0.83,10208.47,85.89,3.34,11.77,Snacks,processed,0.5069,0.0605,0.4326,1.1608,0.0,2
