food_name,calories,protein,carbs,fat,fiber,sugar,sodium,calcium,iron,vitamin_c,category,source,protein_ratio,carb_ratio,fat_ratio,protein_fat_ratio,calorie_class,category_encoded
meringue and rice pudding,112.93,4.84,14.6,4.05,0.17,10.87,44.16,85.43,0.37,3.02,Veg,processed,0.206,0.6215,0.1724,1.1663,1.0,3
bacon and mushroom pancake,157.67,6.82,8.47,10.6,1.59,1.23,344.23,44.74,0.54,1.91,Non-Veg,processed,0.2634,0.3272,0.4094,0.6374,1.0,1
stewed apple,91.93,0.17,22.49,0.37,1.48,20.45,1.53,9.25,0.18,6.0,Veg,processed,0.0074,0.9766,0.0161,0.3617,0.0,3
chicken consomme (clear chicken soup),47.94,11.47,1.19,12.02,1.57,0.54,8953.64,35.48,1.82,2.1,Snacks,processed,0.4647,0.0482,0.487,0.9464,0.0,2
pasta hot pot,125.17,5.84,11.6,6.47,0.8,5.99,231.17,55.28,0.82,58.74,Veg,processed,0.2442,0.4852,0.2706,0.8889,1.0,3
grape and orange whip,57.39,1.41,6.72,2.62,0.97,5.66,14.36,17.4,0.53,34.86,Veg,processed,0.1312,0.6251,0.2437,0.5184,0.0,3
amti,110.0,7.0,17.0,3.0,6.0,2.0,320.0,30.0,3.0,3.0,Veg,sheet1,0.2593,0.6296,0.1111,2.2581,1.0,3
gujarati handvo,207.09,8.24,31.86,4.8,4.95,2.51,308.55,68.21,2.03,31.39,Non-Veg,processed,0.1835,0.7096,0.1069,1.6816,2.0,1
gram flour and semolina chilla/cheela/savory pancake (besan suji chilla/cheela),758.89,2.08,7.63,80.04,1.39,0.25,74.88,12.13,0.67,3.8,Non-Veg,processed,0.0232,0.085,0.8918,0.026,3.0,1
broccoli delight,40.7,2.49,2.34,2.48,2.83,1.08,59.26,26.99,0.71,79.0,Snacks,processed,0.3406,0.3201,0.3393,0.9651,0.0,2
pulse mix,83.29,3.16,16.0,0.54,2.25,6.59,3.88,14.93,1.29,0.0,Veg,processed,0.1604,0.8122,0.0274,4.9375,0.0,3
carrot raita (gajar ka raita),64.78,4.14,7.19,2.19,1.69,5.99,274.46,146.72,0.55,7.76,Veg,processed,0.3062,0.5318,0.162,1.8079,0.0,3
vegetable poha,180.52,4.89,21.52,8.07,3.76,1.4,418.02,28.01,1.92,7.21,Non-Veg,processed,0.1418,0.6241,0.234,0.5985,1.0,1
garlic chutney/poondu chutney (lahasun ki chutney),255.51,3.34,20.44,17.55,5.15,13.36,177.62,63.51,3.26,5.7,Dessert,processed,0.0808,0.4946,0.4246,0.1892,2.0,0
bhatura,380.0,10.0,42.0,22.0,4.0,3.0,700.0,25.0,8.0,1.0,Veg,sheet1,0.1351,0.5676,0.2973,0.4525,3.0,3
pear preserves (naashpati ka murabba),101.24,0.25,25.67,0.19,3.06,25.19,2.1,6.57,0.23,15.65,Veg,processed,0.0096,0.9831,0.0073,0.8621,1.0,3
vegetable jalfrezi,68.48,1.4,5.43,4.38,2.97,1.79,79.46,27.11,0.68,26.08,Veg,processed,0.1249,0.4844,0.3907,0.3125,0.0,3
ghujia/lavang latika,768.98,1.86,13.0,78.93,0.52,6.08,3.28,31.01,0.44,0.01,Non-Veg,processed,0.0198,0.1386,0.8416,0.0235,3.0,1
potato canjee (aloo canjee),16.26,0.44,2.69,0.39,0.43,0.1,35.99,5.21,0.22,7.72,Snacks,processed,0.125,0.7642,0.1108,0.898,0.0,2
paneer shaslik/tikka,93.85,5.11,7.98,4.49,1.23,4.61,103.39,123.86,0.68,107.71,Veg,processed,0.2907,0.4539,0.2554,1.1133,0.0,3
chicken chettinad,280.0,31.0,7.0,18.0,3.0,2.0,980.0,45.0,28.0,18.0,Non-Veg,sheet1,0.5536,0.125,0.3214,1.7127,2.0,1
spinach poori (palak poori),684.25,1.42,7.76,71.86,1.55,0.24,35.47,10.02,0.79,3.03,Non-Veg,processed,0.0175,0.0958,0.8867,0.0197,3.0,1
raw turnip with coconut,132.15,1.8,5.78,11.47,2.79,4.4,275.55,50.65,0.82,21.65,Veg,processed,0.0945,0.3034,0.6021,0.1556,1.0,3
sprouted moong pulao,112.97,2.19,17.49,3.61,1.78,1.43,153.16,16.26,0.65,7.53,Veg,processed,0.094,0.751,0.155,0.5903,1.0,3
raw mango chutney (kachhe aam/kairi ki chutney),193.13,0.51,49.94,0.16,2.17,45.22,480.68,25.92,0.48,6.0,Non-Veg,processed,0.0101,0.9868,0.0032,1.9615,1.0,1
peas poori (matar ki poori),592.83,3.04,14.92,57.69,2.25,0.48,47.77,8.96,0.84,4.61,Non-Veg,processed,0.0402,0.1972,0.7626,0.0526,3.0,1
fish in coconut milk (nariyal ke doodh ke saath machli),86.21,8.66,2.73,4.43,1.52,1.55,73.93,21.94,0.91,10.71,Veg,processed,0.5474,0.1726,0.28,1.9117,0.0,3
dosa,180.0,4.0,28.0,8.0,3.0,1.0,400.0,20.0,8.0,2.0,Snacks,sheet1,0.1,0.7,0.2,0.4938,1.0,2
chocolate meringue pie,214.76,4.98,28.8,9.17,0.37,15.03,80.77,55.98,0.92,1.26,Non-Veg,processed,0.1159,0.6705,0.2135,0.5372,2.0,1
instant idli (with semolina),247.29,9.16,43.4,3.61,7.13,3.35,1504.66,93.2,2.31,0.14,Non-Veg,processed,0.1631,0.7727,0.0643,2.469,2.0,1
chicken chowmein,151.33,6.33,13.3,8.23,1.64,1.63,288.15,26.1,0.89,84.96,Non-Veg,processed,0.2272,0.4774,0.2954,0.7599,1.0,1
tomato sauce,34.33,0.81,7.23,0.27,1.79,5.69,174.79,13.0,0.31,6.0,Snacks,processed,0.0975,0.87,0.0325,2.1892,0.0,2
chum chum,130.05,1.52,28.27,1.92,0.02,27.84,16.65,62.58,0.13,2.69,Veg,processed,0.0479,0.8915,0.0605,0.7525,1.0,3
seekh kebab,260.0,24.0,3.0,18.0,1.0,2.0,750.0,38.0,18.0,8.0,Non-Veg,sheet1,0.5333,0.0667,0.4,1.326,2.0,1
cracked wheat khichri/khichdi (dalia khichri/khichdi),167.45,7.56,22.35,5.52,3.74,3.79,224.95,123.04,2.17,6.0,Non-Veg,processed,0.2134,0.6308,0.1558,1.3452,1.0,1
cold vanilla souffle,179.54,6.22,16.29,10.32,0.0,14.49,49.09,62.47,0.52,1.3,Non-Veg,processed,0.1895,0.4962,0.3143,0.5969,1.0,1
minced meat pancake (with chicken),116.04,12.01,8.18,10.48,0.7,1.29,4942.18,64.72,1.99,2.14,Veg,processed,0.3916,0.2667,0.3417,1.1352,1.0,3
sol kadhi,60.0,2.0,8.0,4.0,2.0,6.0,180.0,40.0,2.0,15.0,Veg,sheet1,0.1429,0.5714,0.2857,0.4878,0.0,3
okra/lady's fingers fry (bhindi sabzi/sabji/subji),110.81,1.83,4.5,9.27,3.57,1.42,92.78,67.88,0.88,29.07,Veg,processed,0.1173,0.2885,0.5942,0.1953,1.0,3
bengal fish curry (bengali machli curry),109.43,7.26,4.42,7.03,1.93,2.39,76.38,44.44,0.85,9.39,Veg,processed,0.388,0.2362,0.3757,1.0182,1.0,3
rice murukku,593.99,5.41,33.29,48.22,2.18,0.17,63.31,24.63,1.7,0.0,Non-Veg,processed,0.0622,0.383,0.5548,0.112,3.0,1
egg in a pepper,128.78,12.64,0.17,8.68,0.17,0.05,183.89,48.25,1.76,33.6,Veg,processed,0.5882,0.0079,0.4039,1.4396,1.0,3
paneer pakora/pakoda,718.12,3.27,5.52,76.05,0.89,1.08,131.7,43.38,0.43,0.07,Non-Veg,processed,0.0385,0.0651,0.8964,0.0429,3.0,1
paneer parantha/paratha,262.97,7.98,24.33,14.62,4.0,3.77,142.52,127.65,1.7,1.69,Dessert,processed,0.17,0.5184,0.3115,0.5421,2.0,0
dry arbi (sookhi arbi),134.95,2.12,11.11,8.97,2.47,1.55,81.25,22.77,0.68,8.11,Veg,processed,0.0955,0.5005,0.4041,0.2337,1.0,3
pin wheel sandwich,311.52,8.77,14.0,24.93,0.93,1.45,374.39,67.75,1.36,0.0,Dessert,processed,0.1839,0.2935,0.5226,0.3504,2.0,0
moong dal kheer,77.16,2.95,9.89,2.97,0.4,7.92,16.34,75.66,0.28,5.06,Veg,processed,0.1866,0.6256,0.1879,0.9609,0.0,3
egg sandwich (ande ka sandwich),285.96,8.69,29.16,15.8,1.88,1.86,461.67,110.13,1.44,0.0,Dessert,processed,0.162,0.5435,0.2945,0.5465,2.0,0
consomme au vermicelli,29.94,15.23,1.3,12.98,0.81,0.27,12524.61,97.34,3.98,2.44,Snacks,processed,0.5161,0.0441,0.4399,1.1644,0.0,2
pumpkin raita (kaddu ka raita),55.6,3.74,6.02,1.88,1.04,5.48,129.14,130.11,0.33,7.11,Veg,processed,0.3213,0.5172,0.1615,1.8889,0.0,3
christmas wreath biscuit,386.05,5.43,58.07,15.01,2.28,24.89,120.2,29.71,1.21,2.28,Dessert,processed,0.0692,0.7397,0.1912,0.3594,3.0,0
sweet lassi (meethi lassi),35.66,1.29,6.51,0.68,0.0,6.51,18.31,45.65,0.03,1.0,Snacks,processed,0.1521,0.7677,0.0802,1.6538,0.0,2
chocolate chip cookies,425.29,5.79,57.98,19.38,1.05,30.29,278.29,24.76,1.22,0.0,Non-Veg,processed,0.0696,0.6973,0.2331,0.2972,3.0,1
chili chicken,270.0,26.0,12.0,16.0,2.0,8.0,780.0,48.0,20.0,45.0,Non-Veg,sheet1,0.4815,0.2222,0.2963,1.6149,2.0,1
iced tea,10.34,0.03,2.7,0.01,0.0,2.7,0.23,1.18,0.02,5.95,Snacks,processed,0.0109,0.9854,0.0036,0.2727,0.0,2
chicken salad,338.19,15.33,1.3,30.26,2.0,0.96,50.62,43.19,1.23,4.92,Dessert,processed,0.3269,0.0277,0.6453,0.5049,2.0,0
kolkata biryani,310.0,24.0,38.0,16.0,4.0,8.0,780.0,45.0,18.0,12.0,Non-Veg,sheet1,0.3077,0.4872,0.2051,1.4907,2.0,1
banana groundnut paste/puree,213.19,4.27,36.15,5.45,1.7,31.67,16.85,74.93,1.9,3.02,Non-Veg,processed,0.0931,0.7881,0.1188,0.7694,2.0,1
aloo gobi,140.0,3.0,15.0,10.0,5.0,3.0,300.0,25.0,8.0,30.0,Veg,sheet1,0.1071,0.5357,0.3571,0.297,1.0,3
tamarind rice (chintapandu pulihora/puliyodharai/puli sadam/huli anna),373.04,7.45,65.08,8.53,5.12,11.65,162.41,50.94,2.89,0.84,Dessert,processed,0.0919,0.8029,0.1052,0.8633,3.0,0
white stock,6.99,0.07,0.4,0.56,0.17,0.24,1.56,1.58,0.03,2.58,Snacks,processed,0.068,0.3883,0.5437,0.1061,0.0,2
masala dosa mixed vegetable fillings,144.53,4.84,23.02,3.26,4.31,1.53,122.08,31.79,1.21,52.07,Veg,processed,0.1555,0.7397,0.1048,1.4405,1.0,3
mutton pulao,130.77,6.52,11.26,10.78,1.65,1.0,3115.59,49.87,1.25,4.47,Veg,processed,0.2283,0.3943,0.3775,0.5993,1.0,3
pearl millet ladoo (bajra ladoo),319.66,9.61,50.98,8.06,6.0,27.44,12.26,118.74,4.72,0.0,Dessert,processed,0.14,0.7426,0.1174,1.1777,2.0,0
soyabean tikki,698.17,3.53,4.39,74.02,2.2,0.35,88.72,29.23,1.04,6.71,Non-Veg,processed,0.0431,0.0536,0.9033,0.0476,3.0,1
potato curry (aloo ki sabzi),89.56,1.52,10.42,4.47,2.42,1.58,78.4,23.74,0.97,42.18,Veg,processed,0.0926,0.635,0.2724,0.3326,0.0,3
sprouts upma,316.25,9.5,44.96,10.44,7.16,1.67,147.82,36.78,2.76,0.48,Dessert,processed,0.1464,0.6928,0.1609,0.9013,2.0,0
consomme au julienne,27.76,12.49,1.49,10.66,1.38,0.83,10208.47,85.89,3.34,11.77,Snacks,processed,0.5069,0.0605,0.4326,1.1608,0.0,2
puttu,200.0,6.0,30.0,8.0,4.0,2.0,320.0,25.0,8.0,2.0,Veg,sheet1,0.1364,0.6818,0.1818,0.7407,1.0,3
coffee drops,443.07,7.57,43.06,27.16,1.88,18.27,88.17,57.09,1.48,0.03,Non-Veg,processed,0.0973,0.5535,0.3491,0.2777,3.0,1
bengal 5 spice blend (panch phoran),289.79,18.26,20.0,22.16,18.4,1.4,51.43,523.0,13.37,6.0,Dessert,processed,0.3022,0.331,0.3668,0.8203,2.0,0
phirni,116.12,3.49,16.11,4.34,0.36,10.79,22.47,104.57,0.23,5.04,Veg,processed,0.1458,0.6729,0.1813,0.786,1.0,3
lem-o-gin,21.52,0.08,5.55,0.03,0.13,5.38,28.13,2.2,0.09,5.68,Snacks,processed,0.0141,0.9806,0.0053,0.6154,0.0,2
club sandwich,235.32,7.31,18.51,15.12,1.81,2.01,461.66,115.68,0.86,6.0,Non-Veg,processed,0.1786,0.4521,0.3693,0.4803,2.0,1
orange cake,357.61,6.1,48.28,16.21,0.83,28.38,105.41,29.72,1.06,1.88,Dessert,processed,0.0864,0.6839,0.2296,0.374,3.0,0
moti mahal dal (urad rajmah mix dal),103.13,3.93,8.74,5.66,3.38,1.7,157.61,38.13,1.05,15.45,Veg,processed,0.2144,0.4768,0.3088,0.6823,1.0,3
fettuccine with spinach sauce,129.21,3.1,12.19,7.83,0.77,1.18,153.59,53.67,1.28,38.37,Veg,processed,0.1341,0.5272,0.3387,0.3909,1.0,3
plain parantha/paratha,298.3,5.06,30.69,16.86,5.43,0.86,62.07,14.81,1.98,0.0,Dessert,processed,0.0962,0.5833,0.3205,0.2983,2.0,0
jelly biscuit,404.61,4.23,55.24,19.33,2.02,29.76,110.57,36.46,1.19,0.03,Non-Veg,processed,0.0537,0.701,0.2453,0.2177,3.0,1
cauliflower with coconut (nariyal ke saath phoolgobhi),132.11,2.64,3.99,11.56,5.27,1.71,286.06,35.37,1.33,51.79,Veg,processed,0.1451,0.2194,0.6355,0.2264,1.0,3
pasta cheese sauce,149.26,4.33,9.0,10.84,0.14,4.22,255.95,152.68,0.25,6.0,Veg,processed,0.1791,0.3724,0.4485,0.3958,1.0,3
cracked wheat and green gram dal premix (dalia moong dal premix),362.16,15.89,64.75,5.11,11.66,0.63,3.25,49.03,4.28,6.0,Dessert,processed,0.1853,0.7551,0.0596,3.0499,3.0,0
stewed fruit (with pear),74.32,0.25,18.22,0.32,2.84,17.67,1.7,5.94,0.21,2.48,Veg,processed,0.0133,0.9697,0.017,0.5952,0.0,3
pumpkin soup,40.05,0.47,2.08,3.2,1.19,1.47,45.5,12.17,0.19,11.5,Snacks,processed,0.0817,0.3617,0.5565,0.1424,0.0,2
cucumber sandwich (kheere ka sandwich),188.6,4.8,25.77,8.0,2.45,1.64,362.64,87.84,1.02,1.53,Non-Veg,processed,0.1244,0.6681,0.2074,0.5926,1.0,1
rava idli,150.0,4.0,25.0,4.0,1.44,3.0,116.38,40.11,0.9,6.0,Veg,nutrition_dataset,0.1212,0.7576,0.1212,0.9756,1.0,3
paneer soup,47.85,3.22,2.42,2.8,0.28,1.98,68.03,82.76,0.3,7.59,Snacks,processed,0.3815,0.2867,0.3318,1.1103,0.0,2
reshmi kebab,270.0,26.0,2.0,20.0,0.0,1.0,680.0,42.0,22.0,3.0,Non-Veg,sheet1,0.5417,0.0417,0.4167,1.2935,2.0,1
cucumber raita (kheere ka raita),59.13,4.04,6.35,2.08,0.86,5.22,189.96,138.58,0.29,5.65,Veg,processed,0.324,0.5092,0.1668,1.8532,0.0,3
orange milkshake (narangi milkshake),57.42,1.86,7.11,2.52,0.0,7.08,14.63,67.42,0.11,10.82,Veg,processed,0.1619,0.6188,0.2193,0.7099,0.0,3
saunth/sonth chutney with ginger,84.22,0.28,20.62,0.11,0.31,19.04,222.53,15.17,0.7,0.0,Veg,processed,0.0133,0.9814,0.0052,1.3333,0.0,3
classic italian pasta,42.12,0.57,4.4,2.45,1.36,2.94,49.04,19.55,0.41,6.0,Snacks,processed,0.0768,0.593,0.3302,0.2235,0.0,2
keema pav,175.0,9.0,17.5,7.5,1.44,3.0,116.38,40.11,0.9,6.0,Veg,nutrition_dataset,0.2647,0.5147,0.2206,1.1842,1.0,3
grapes raita (angoor ka raita),72.59,3.98,9.66,2.07,0.71,8.51,135.64,134.52,0.26,10.55,Veg,processed,0.2533,0.6149,0.1318,1.8341,0.0,3
caramel ice cream,173.52,4.31,14.81,11.15,0.08,14.52,33.47,87.32,0.35,3.27,Non-Veg,processed,0.1424,0.4893,0.3684,0.3831,1.0,1
peanut butter cucumber sandwich,243.33,9.04,29.76,10.56,3.35,2.91,460.09,95.35,1.32,0.92,Non-Veg,processed,0.1831,0.6029,0.2139,0.848,2.0,1
rice flakes and roasted channa,333.4,10.57,71.94,2.94,8.84,1.31,205.51,17.23,4.51,6.0,Dessert,processed,0.1237,0.8419,0.0344,3.477,2.0,0
sweet and salty biscuit (meethay aur namkeen biscuit),407.96,6.15,45.09,22.39,1.68,7.22,414.7,37.24,1.05,0.03,Non-Veg,processed,0.0835,0.6124,0.3041,0.2735,3.0,1
fish tikka,117.33,16.0,3.91,4.15,1.18,1.18,503.44,31.98,1.41,0.9,Veg,processed,0.665,0.1625,0.1725,3.7647,1.0,3
butterfly biscuit,341.45,9.98,25.33,22.11,1.02,2.44,572.05,202.49,1.09,0.03,Dessert,processed,0.1738,0.4411,0.3851,0.4493,2.0,0
cream horns,408.23,3.42,23.12,33.55,0.6,7.12,57.11,30.93,0.44,0.5,Non-Veg,processed,0.0569,0.3848,0.5583,0.1016,3.0,1
soyabean muthias,839.33,2.46,3.7,90.45,1.47,0.17,78.25,12.16,0.6,0.79,Non-Veg,processed,0.0255,0.0383,0.9362,0.0272,3.0,1
paneer potato cutlet (paneer aloo cutlet),672.94,2.47,5.23,71.4,0.41,1.02,85.71,45.36,0.38,11.61,Non-Veg,processed,0.0312,0.0661,0.9027,0.0345,3.0,1
chicken yakhni,99.0,10.66,0.78,6.1,0.62,0.12,97.38,28.24,0.93,0.09,Veg,processed,0.6078,0.0445,0.3478,1.7194,0.0,3
roghan josh,139.59,9.56,4.93,9.02,2.08,2.66,204.31,112.33,1.77,12.41,Veg,processed,0.4066,0.2097,0.3837,1.0482,1.0,3
buckwheat pancake (khura),263.3,2.91,27.28,16.43,0.56,0.64,69.97,11.32,0.69,0.66,Dessert,processed,0.0624,0.5852,0.3524,0.176,2.0,0
khakhra,320.0,14.0,48.0,12.0,8.0,2.0,450.0,35.0,6.0,2.0,Veg,sheet1,0.1892,0.6486,0.1622,1.157,2.0,3
paneer pea sandwich (toasted) (paneer matar ka sandwich),249.56,12.4,24.05,11.98,2.12,6.4,268.9,274.1,1.26,4.85,Non-Veg,processed,0.256,0.4966,0.2474,1.0265,2.0,1
fried chicken with tomato sauce (fried chicken tamatar ki chutney kay saath),125.03,11.48,2.51,7.61,1.13,1.16,107.56,16.09,0.64,10.78,Veg,processed,0.5315,0.1162,0.3523,1.489,1.0,3
dal dhokli,68.74,2.96,8.55,2.47,1.86,1.12,37.53,14.54,0.79,2.77,Veg,processed,0.2117,0.6116,0.1767,1.1518,0.0,3
corn omelette/omlet,166.93,11.37,1.57,12.89,0.02,0.41,166.42,96.22,1.34,2.9,Non-Veg,processed,0.4402,0.0608,0.499,0.8753,1.0,1
banana chips (kele ke chips),665.67,0.37,7.32,70.46,0.65,4.37,86.87,2.01,0.19,4.03,Non-Veg,processed,0.0047,0.0937,0.9016,0.0052,3.0,1
sev (omapodi/karapusa),609.14,5.12,12.87,60.08,2.35,0.53,53.19,13.95,0.72,0.0,Non-Veg,processed,0.0656,0.1649,0.7696,0.0851,3.0,1
brinjal pickle (baingan ka achaar),139.01,2.24,4.23,12.98,4.62,1.07,3507.59,37.28,2.16,6.0,Veg,processed,0.1152,0.2175,0.6674,0.1713,1.0,3
baked eggs in tomato sauce,80.05,4.92,3.78,5.22,0.01,2.03,188.21,71.94,1.31,245.7,Veg,processed,0.3534,0.2716,0.375,0.9248,0.0,3
shepherd's pie (vegetarian),135.63,5.04,12.03,7.3,2.23,2.78,118.2,85.59,0.76,51.68,Veg,processed,0.2068,0.4936,0.2995,0.6811,1.0,3
cheese balls,681.28,2.21,4.81,72.57,0.18,0.63,120.7,30.01,0.32,0.01,Non-Veg,processed,0.0278,0.0604,0.9118,0.0304,3.0,1
pani puri,125.0,2.5,20.83,4.17,1.44,3.0,116.38,40.11,0.9,6.0,Snacks,nutrition_dataset,0.0909,0.7575,0.1516,0.5855,1.0,2
poshtik cutlet,496.45,2.0,7.39,50.94,1.35,0.32,57.11,14.94,0.69,16.42,Non-Veg,processed,0.0332,0.1225,0.8444,0.0392,3.0,1
prawn sandwich,169.65,10.36,11.89,9.27,1.55,1.21,213.38,75.53,1.11,12.57,Non-Veg,processed,0.3287,0.3772,0.2941,1.1057,1.0,1
peanut cutlet (mungfali ke cutlet),698.77,2.63,5.68,74.0,1.21,0.51,84.24,14.38,0.56,12.63,Non-Veg,processed,0.032,0.069,0.899,0.0355,3.0,1
split bengal gram burfi/fudge (channa dal burfi),287.36,4.65,54.63,7.09,2.06,43.38,2.53,16.44,0.62,0.6,Dessert,processed,0.0701,0.8231,0.1068,0.6467,2.0,0
lasagne with meat sauce,63.38,2.9,5.38,3.43,0.47,1.04,37.08,24.61,0.49,80.17,Veg,processed,0.2477,0.4594,0.2929,0.8215,0.0,3
apple sago payasam (seb aur sabudana ki kheer),136.5,3.13,14.4,7.66,0.38,10.63,39.45,102.11,0.31,5.88,Veg,processed,0.1243,0.5717,0.3041,0.4034,1.0,3
peas brinjal bhartha (matar baingan bhartha),84.55,2.05,5.02,6.05,3.63,1.57,63.65,19.63,0.63,27.86,Veg,processed,0.1562,0.3826,0.4611,0.3333,0.0,3
soya chunks korma (nutrinugget korma),131.43,3.86,7.67,9.5,2.57,4.66,148.98,89.7,1.18,11.59,Veg,processed,0.1835,0.3647,0.4517,0.4021,1.0,3
chicken and cheese souffle,182.35,9.07,3.47,14.74,0.26,2.46,120.93,61.71,0.63,2.4,Non-Veg,processed,0.3325,0.1272,0.5403,0.6112,1.0,1
savoury cheese horns,295.15,5.66,21.38,20.71,0.73,2.74,212.28,121.83,0.63,2.31,Dessert,processed,0.1185,0.4477,0.4337,0.272,2.0,0
chhena poda,344.57,13.68,33.64,17.94,1.4,30.65,13.0,295.29,1.41,0.09,Dessert,processed,0.2096,0.5155,0.2749,0.7583,2.0,0
makki ki roti,263.97,3.49,24.19,16.85,5.19,0.7,236.22,14.76,1.11,1.99,Dessert,processed,0.0784,0.5432,0.3784,0.2059,2.0,0
pea keema curry (matar keema ki sabzi),133.0,8.43,6.24,8.14,2.96,1.82,148.38,35.6,1.35,55.62,Veg,processed,0.3696,0.2736,0.3569,1.0231,1.0,3
mango murabba candy,293.35,0.27,77.32,0.05,0.95,74.73,13.71,16.55,0.33,19.85,Dessert,processed,0.0035,0.9959,0.0006,1.8,2.0,0
rasam,40.0,1.0,7.5,1.0,1.44,3.0,116.38,40.11,0.9,6.0,Veg,nutrition_dataset,0.1053,0.7895,0.1053,0.9091,0.0,3
saffron biscuit (kesar biscuit),458.61,6.05,59.7,22.01,1.9,22.42,5.65,25.71,1.23,0.01,Non-Veg,processed,0.0689,0.6803,0.2508,0.2736,3.0,1
soya chunks and peas (nutrinugget matar),82.62,3.03,5.82,5.11,2.86,1.64,70.97,20.32,0.99,39.15,Veg,processed,0.217,0.4169,0.366,0.5816,0.0,3
caramel custard (steamed),121.58,4.97,15.02,4.87,0.0,14.98,43.57,88.12,0.51,3.02,Veg,processed,0.1999,0.6042,0.1959,1.0,1.0,3
shahi suji halwa,382.34,3.48,44.44,21.73,2.96,27.21,2.18,18.64,0.98,0.02,Dessert,processed,0.05,0.638,0.312,0.1594,3.0,0
cracked wheat porridge (meetha daliya),81.57,2.64,8.87,4.08,0.62,5.12,15.89,75.88,0.32,5.03,Veg,processed,0.1693,0.569,0.2617,0.6316,0.0,3
jal jeera,30.24,0.44,6.7,0.26,0.95,5.71,215.62,24.72,0.84,2.23,Snacks,processed,0.0595,0.9054,0.0351,1.2222,0.0,2
chocolate burfi,339.33,13.0,33.15,17.86,0.0,32.38,39.32,466.48,2.12,0.0,Dessert,processed,0.2031,0.5179,0.279,0.7238,2.0,0
canjee,6.61,0.24,0.44,0.42,0.36,0.21,43.03,5.82,0.17,0.52,Snacks,processed,0.2182,0.4,0.3818,0.4615,0.0,2
pear chocholate sunday,183.49,2.08,15.02,13.11,0.07,14.41,16.26,56.67,0.24,3.34,Non-Veg,processed,0.0689,0.4972,0.434,0.1575,1.0,1
danish luncheon sandwich,193.82,9.03,17.77,10.1,1.52,1.13,365.63,77.13,1.27,2.35,Non-Veg,processed,0.2447,0.4816,0.2737,0.8853,1.0,1
shahi tukre,189.81,2.76,41.46,2.54,0.51,34.7,71.04,76.47,0.37,0.86,Non-Veg,processed,0.059,0.8867,0.0543,1.0455,1.0,1
pavlova,200.6,1.84,21.84,12.29,0.06,20.37,26.34,23.0,0.25,23.78,Non-Veg,processed,0.0512,0.6072,0.3417,0.1485,2.0,1
besan gatte curry,189.38,7.75,16.26,10.72,3.25,4.5,356.27,151.08,1.89,13.39,Non-Veg,processed,0.2232,0.4682,0.3087,0.7163,1.0,1
fish cutlet (machli ka cutlet),654.64,2.77,3.13,70.11,0.54,0.29,75.33,10.44,0.36,10.46,Non-Veg,processed,0.0364,0.0412,0.9224,0.0395,3.0,1
puran poli,300.0,8.0,48.0,12.0,6.0,18.0,280.0,25.0,8.0,2.0,Veg,sheet1,0.1176,0.7059,0.1765,0.6612,2.0,3
pineapple milkshake (ananas milkshake),55.72,1.66,7.62,2.23,0.0,7.6,14.05,59.92,0.11,10.22,Veg,processed,0.1442,0.662,0.1937,0.7124,0.0,3
stuffed okra (bharwa bhindi),94.34,2.08,3.85,7.66,4.15,0.48,210.03,86.89,1.18,22.65,Veg,processed,0.1531,0.2833,0.5636,0.268,0.0,3
keema pancake,176.27,9.01,9.56,11.25,0.84,2.2,125.4,40.96,0.93,4.64,Non-Veg,processed,0.3021,0.3206,0.3773,0.7938,1.0,1
shrikhand,240.0,8.0,32.0,12.0,0.0,28.0,120.0,150.0,4.0,2.0,Dessert,sheet1,0.1538,0.6154,0.2308,0.6612,2.0,0
assorted pastry,230.74,6.78,31.99,8.91,0.43,19.7,49.99,47.2,0.94,0.25,Non-Veg,processed,0.1422,0.6709,0.1869,0.7525,2.0,1
sweet potato biscuit (shakarkand ke biscuit),296.4,5.14,38.13,13.31,2.27,2.53,339.58,56.34,0.81,7.95,Dessert,processed,0.0908,0.6739,0.2352,0.3833,2.0,0
spinach soup in milk,56.72,2.89,3.98,3.2,0.79,3.34,31.16,106.1,1.08,6.0,Veg,processed,0.287,0.3952,0.3178,0.8758,0.0,3
creamy chocolate mousse,230.52,6.85,9.53,18.16,0.0,8.99,48.64,45.25,0.96,0.75,Non-Veg,processed,0.1983,0.2759,0.5258,0.3751,2.0,1
masoor dal,110.0,8.0,19.0,2.0,7.0,1.0,350.0,25.0,3.0,2.0,Veg,sheet1,0.2759,0.6552,0.069,3.8095,1.0,3
chicken kebab,729.41,3.71,1.11,78.89,0.21,0.24,69.76,3.46,0.28,0.41,Non-Veg,processed,0.0443,0.0133,0.9424,0.047,3.0,1
chicken lasagne,187.49,10.45,13.9,10.36,0.11,2.74,238.55,119.98,0.64,4.23,Non-Veg,processed,0.3011,0.4005,0.2985,0.999,1.0,1
cream of mushroom soup,117.28,6.64,3.74,15.5,1.34,1.93,5276.06,70.56,1.81,5.79,Veg,processed,0.2566,0.1445,0.5989,0.4256,1.0,3
pineapple milkshake with ice cream (ananas milkshake ice cream ke saath),68.49,1.93,9.33,2.75,0.42,9.2,16.65,68.78,0.12,18.32,Veg,processed,0.1378,0.666,0.1963,0.6772,0.0,3
tutti frutti cake,347.72,4.49,52.94,12.68,0.85,28.08,106.36,61.41,0.62,1.9,Dessert,processed,0.064,0.7551,0.1809,0.3513,2.0,0
